Filename,iP,iV,iQ,iX,P,Q,V,xi,Element,Is_Passive,Min_Real_Part,Branch_Type,Branch_ID,R,L,C,b,g_m,RMS_Rel_Error,Max_Rel_Error,Order
iP05_iV04_iQ01_iX07__P-1000m_Q-1000m_V+1050m_xi-3684md.csv,05,04,01,07,-1.0,-1.0,1.05,-3.684,Y22,False,-0.8713554860249428,RL_Series,c,-82.52898483802863,-1.6532459884098745,,,,2.606777375118558e-14,2.425916078854748e-13,6
iP05_iV04_iQ01_iX07__P-1000m_Q-1000m_V+1050m_xi-3684md.csv,05,04,01,07,-1.0,-1.0,1.05,-3.684,Y22,False,-0.8713554860249428,RL_Series,d,-3115.4377691651916,-209.4038863905728,,,,2.606777375118558e-14,2.425916078854748e-13,6
iP05_iV04_iQ01_iX07__P-1000m_Q-1000m_V+1050m_xi-3684md.csv,05,04,01,07,-1.0,-1.0,1.05,-3.684,Y22,False,-0.8713554860249428,RL_Series,e,19.135686585046944,1.4181273331773951,,,,2.606777375118558e-14,2.425916078854748e-13,6
iP05_iV04_iQ01_iX07__P-1000m_Q-1000m_V+1050m_xi-3684md.csv,05,04,01,07,-1.0,-1.0,1.05,-3.684,Y22,False,-0.8713554860249428,RL_Series,f,-5586.585903695472,-549.3140017002859,,,,2.606777375118558e-14,2.425916078854748e-13,6
iP05_iV04_iQ01_iX14__P-1000m_Q-1000m_V+1050m_xi+3684md.csv,05,04,01,14,-1.0,-1.0,1.05,3.684,Y22,False,-0.9921481430217067,RC_Parallel,Parallel,7.874718423532574e+16,,-1.3905604390690547e-22,,,1.8786723253216858e-14,2.0212549848171374e-13,6
iP05_iV04_iQ01_iX14__P-1000m_Q-1000m_V+1050m_xi+3684md.csv,05,04,01,14,-1.0,-1.0,1.05,3.684,Y22,False,-0.9921481430217067,RL_Series,a,1082.0177983767533,0.4383574073464495,,,,1.8786723253216858e-14,2.0212549848171374e-13,6
iP05_iV04_iQ01_iX14__P-1000m_Q-1000m_V+1050m_xi+3684md.csv,05,04,01,14,-1.0,-1.0,1.05,3.684,Y22,False,-0.9921481430217067,RL_Series,b,-0.9717592146386226,-0.003902547623774359,,,,1.8786723253216858e-14,2.0212549848171374e-13,6
iP05_iV04_iQ01_iX14__P-1000m_Q-1000m_V+1050m_xi+3684md.csv,05,04,01,14,-1.0,-1.0,1.05,3.684,Y22,False,-0.9921481430217067,RL_Series,c,56.48069922180383,1.1314387253676539,,,,1.8786723253216858e-14,2.0212549848171374e-13,6
iP05_iV04_iQ01_iX14__P-1000m_Q-1000m_V+1050m_xi+3684md.csv,05,04,01,14,-1.0,-1.0,1.05,3.684,Y22,False,-0.9921481430217067,RL_Series,d,2578.6834108767703,173.3259866704143,,,,1.8786723253216858e-14,2.0212549848171374e-13,6
iP05_iV04_iQ01_iX14__P-1000m_Q-1000m_V+1050m_xi+3684md.csv,05,04,01,14,-1.0,-1.0,1.05,3.684,Y22,False,-0.9921481430217067,RL_Series,e,19.512795250691727,1.4460744938708099,,,,1.8786723253216858e-14,2.0212549848171374e-13,6
iP05_iV04_iQ01_iX14__P-1000m_Q-1000m_V+1050m_xi+3684md.csv,05,04,01,14,-1.0,-1.0,1.05,3.684,Y22,False,-0.9921481430217067,RL_Series,f,16501.759728995246,1622.5737546903526,,,,1.8786723253216858e-14,2.0212549848171374e-13,6
iP05_iV04_iQ01_iX11__P-1000m_Q-1000m_V+1050m_xi+526md.csv,05,04,01,11,-1.0,-1.0,1.05,0.526,Y22,False,-0.9462304390117676,RC_Parallel,Parallel,2.6438158064397988e+16,,-1.5815714664355336e-22,,,3.889550325759661e-14,2.778687575433619e-13,6
iP05_iV04_iQ01_iX11__P-1000m_Q-1000m_V+1050m_xi+526md.csv,05,04,01,11,-1.0,-1.0,1.05,0.526,Y22,False,-0.9462304390117676,RL_Series,a,7177.721511292508,2.9079072424334815,,,,3.889550325759661e-14,2.778687575433619e-13,6
iP05_iV04_iQ01_iX11__P-1000m_Q-1000m_V+1050m_xi+526md.csv,05,04,01,11,-1.0,-1.0,1.05,0.526,Y22,False,-0.9462304390117676,RL_Series,b,-1.0314382719874136,-0.004142216422317461,,,,3.889550325759661e-14,2.778687575433619e-13,6
iP05_iV04_iQ01_iX11__P-1000m_Q-1000m_V+1050m_xi+526md.csv,05,04,01,11,-1.0,-1.0,1.05,0.526,Y22,False,-0.9462304390117676,RL_Series,c,455.9934898635869,9.134601732190985,,,,3.889550325759661e-14,2.778687575433619e-13,6
iP05_iV04_iQ01_iX11__P-1000m_Q-1000m_V+1050m_xi+526md.csv,05,04,01,11,-1.0,-1.0,1.05,0.526,Y22,False,-0.9462304390117676,RL_Series,d,19437.660096598505,1306.5006222226975,,,,3.889550325759661e-14,2.778687575433619e-13,6
iP05_iV04_iQ01_iX11__P-1000m_Q-1000m_V+1050m_xi+526md.csv,05,04,01,11,-1.0,-1.0,1.05,0.526,Y22,False,-0.9462304390117676,RL_Series,e,19.27106864663086,1.4281603675734527,,,,3.889550325759661e-14,2.778687575433619e-13,6
iP05_iV04_iQ01_iX11__P-1000m_Q-1000m_V+1050m_xi+526md.csv,05,04,01,11,-1.0,-1.0,1.05,0.526,Y22,False,-0.9462304390117676,RL_Series,f,62692.88843523018,6164.4234255144,,,,3.889550325759661e-14,2.778687575433619e-13,6
iP05_iV04_iQ01_iX13__P-1000m_Q-1000m_V+1050m_xi+2632md.csv,05,04,01,13,-1.0,-1.0,1.05,2.632,Y22,False,-0.9778442263658264,RC_Parallel,Parallel,7.980655775341506e+16,,-1.5287976870796434e-22,,,2.151419624009639e-14,1.7863227077047497e-13,6
iP05_iV04_iQ01_iX13__P-1000m_Q-1000m_V+1050m_xi+2632md.csv,05,04,01,13,-1.0,-1.0,1.05,2.632,Y22,False,-0.9778442263658264,RL_Series,a,1486.7823071388952,0.6023394794648879,,,,2.151419624009639e-14,1.7863227077047497e-13,6
iP05_iV04_iQ01_iX13__P-1000m_Q-1000m_V+1050m_xi+2632md.csv,05,04,01,13,-1.0,-1.0,1.05,2.632,Y22,False,-0.9778442263658264,RL_Series,b,-0.9901760311769845,-0.003976508850523312,,,,2.151419624009639e-14,1.7863227077047497e-13,6
iP05_iV04_iQ01_iX13__P-1000m_Q-1000m_V+1050m_xi+2632md.csv,05,04,01,13,-1.0,-1.0,1.05,2.632,Y22,False,-0.9778442263658264,RL_Series,c,82.70146615957076,1.6567011872528776,,,,2.151419624009639e-14,1.7863227077047497e-13,6
iP05_iV04_iQ01_iX13__P-1000m_Q-1000m_V+1050m_xi+2632md.csv,05,04,01,13,-1.0,-1.0,1.05,2.632,Y22,False,-0.9778442263658264,RL_Series,d,3696.4137862750695,248.45414031686832,,,,2.151419624009639e-14,1.7863227077047497e-13,6
iP05_iV04_iQ01_iX13__P-1000m_Q-1000m_V+1050m_xi+2632md.csv,05,04,01,13,-1.0,-1.0,1.05,2.632,Y22,False,-0.9778442263658264,RL_Series,e,19.418516394495732,1.4390875785486197,,,,2.151419624009639e-14,1.7863227077047497e-13,6
iP05_iV04_iQ01_iX13__P-1000m_Q-1000m_V+1050m_xi+2632md.csv,05,04,01,13,-1.0,-1.0,1.05,2.632,Y22,False,-0.9778442263658264,RL_Series,f,18030.22524949968,1772.8636712015295,,,,2.151419624009639e-14,1.7863227077047497e-13,6
iP05_iV04_iQ01_iX12__P-1000m_Q-1000m_V+1050m_xi+1579md.csv,05,04,01,12,-1.0,-1.0,1.05,1.579,Y22,False,-0.9625351900513833,RC_Parallel,Parallel,2.8568577505445296e+17,,-1.3639189150142255e-22,,,4.6655253989659235e-14,2.488670665070764e-13,6
iP05_iV04_iQ01_iX12__P-1000m_Q-1000m_V+1050m_xi+1579md.csv,05,04,01,12,-1.0,-1.0,1.05,1.579,Y22,False,-0.9625351900513833,RL_Series,a,2433.982905846693,0.9860784524369772,,,,4.6655253989659235e-14,2.488670665070764e-13,6
iP05_iV04_iQ01_iX12__P-1000m_Q-1000m_V+1050m_xi+1579md.csv,05,04,01,12,-1.0,-1.0,1.05,1.579,Y22,False,-0.9625351900513833,RL_Series,b,-1.0100343655930635,-0.004056259157616002,,,,4.6655253989659235e-14,2.488670665070764e-13,6
iP05_iV04_iQ01_iX12__P-1000m_Q-1000m_V+1050m_xi+1579md.csv,05,04,01,12,-1.0,-1.0,1.05,1.579,Y22,False,-0.9625351900513833,RL_Series,c,144.53708133052174,2.89541123467112,,,,4.6655253989659235e-14,2.488670665070764e-13,6
iP05_iV04_iQ01_iX12__P-1000m_Q-1000m_V+1050m_xi+1579md.csv,05,04,01,12,-1.0,-1.0,1.05,1.579,Y22,False,-0.9625351900513833,RL_Series,d,6314.494954421728,424.4282305565805,,,,4.6655253989659235e-14,2.488670665070764e-13,6
iP05_iV04_iQ01_iX12__P-1000m_Q-1000m_V+1050m_xi+1579md.csv,05,04,01,12,-1.0,-1.0,1.05,1.579,Y22,False,-0.9625351900513833,RL_Series,e,19.338015339630097,1.4331217225140571,,,,4.6655253989659235e-14,2.488670665070764e-13,6
iP05_iV04_iQ01_iX12__P-1000m_Q-1000m_V+1050m_xi+1579md.csv,05,04,01,12,-1.0,-1.0,1.05,1.579,Y22,False,-0.9625351900513833,RL_Series,f,24647.06155342757,2423.479403069699,,,,4.6655253989659235e-14,2.488670665070764e-13,6
iP05_iV04_iQ01_iX15__P-1000m_Q-1000m_V+1050m_xi+4737md.csv,05,04,01,15,-1.0,-1.0,1.05,4.737,Y22,False,-1.0054402634231692,RC_Parallel,Parallel,1.4977257023792858e+17,,-1.5401537944618152e-22,,,1.9777366435057407e-14,1.9475827588228716e-13,6
iP05_iV04_iQ01_iX15__P-1000m_Q-1000m_V+1050m_xi+4737md.csv,05,04,01,15,-1.0,-1.0,1.05,4.737,Y22,False,-1.0054402634231692,RL_Series,a,858.1282691227684,0.3476531382272105,,,,1.9777366435057407e-14,1.9475827588228716e-13,6
iP05_iV04_iQ01_iX15__P-1000m_Q-1000m_V+1050m_xi+4737md.csv,05,04,01,15,-1.0,-1.0,1.05,4.737,Y22,False,-1.0054402634231692,RL_Series,b,-0.9546906768673225,-0.003834001032687529,,,,1.9777366435057407e-14,1.9475827588228716e-13,6
iP05_iV04_iQ01_iX15__P-1000m_Q-1000m_V+1050m_xi+4737md.csv,05,04,01,15,-1.0,-1.0,1.05,4.737,Y22,False,-1.0054402634231692,RL_Series,c,42.10260509889619,0.8434123249903809,,,,1.9777366435057407e-14,1.9475827588228716e-13,6
iP05_iV04_iQ01_iX15__P-1000m_Q-1000m_V+1050m_xi+4737md.csv,05,04,01,15,-1.0,-1.0,1.05,4.737,Y22,False,-1.0054402634231692,RL_Series,d,1960.8053824790848,131.79536618314387,,,,1.9777366435057407e-14,1.9475827588228716e-13,6
iP05_iV04_iQ01_iX15__P-1000m_Q-1000m_V+1050m_xi+4737md.csv,05,04,01,15,-1.0,-1.0,1.05,4.737,Y22,False,-1.0054402634231692,RL_Series,e,19.6211155588148,1.454102007540061,,,,1.9777366435057407e-14,1.9475827588228716e-13,6
iP05_iV04_iQ01_iX15__P-1000m_Q-1000m_V+1050m_xi+4737md.csv,05,04,01,15,-1.0,-1.0,1.05,4.737,Y22,False,-1.0054402634231692,RL_Series,f,17864.36215823791,1756.5547831362685,,,,1.9777366435057407e-14,1.9475827588228716e-13,6
iP05_iV04_iQ01_iX16__P-1000m_Q-1000m_V+1050m_xi+5789md.csv,05,04,01,16,-1.0,-1.0,1.05,5.789,Y22,False,-1.0177173010460603,RC_Parallel,Parallel,4.101231373177629e+16,,-1.484208293977509e-22,,,2.2742279305225105e-14,1.897932207326991e-13,6
iP05_iV04_iQ01_iX16__P-1000m_Q-1000m_V+1050m_xi+5789md.csv,05,04,01,16,-1.0,-1.0,1.05,5.789,Y22,False,-1.0177173010460603,RL_Series,a,716.5114441120517,0.2902799745496252,,,,2.2742279305225105e-14,1.897932207326991e-13,6
iP05_iV04_iQ01_iX16__P-1000m_Q-1000m_V+1050m_xi+5789md.csv,05,04,01,16,-1.0,-1.0,1.05,5.789,Y22,False,-1.0177173010460603,RL_Series,b,-0.9388867768023902,-0.0037705331779806415,,,,2.2742279305225105e-14,1.897932207326991e-13,6
iP05_iV04_iQ01_iX16__P-1000m_Q-1000m_V+1050m_xi+5789md.csv,05,04,01,16,-1.0,-1.0,1.05,5.789,Y22,False,-1.0177173010460603,RL_Series,c,33.08789803974049,0.6628269426366775,,,,2.2742279305225105e-14,1.897932207326991e-13,6
iP05_iV04_iQ01_iX16__P-1000m_Q-1000m_V+1050m_xi+5789md.csv,05,04,01,16,-1.0,-1.0,1.05,5.789,Y22,False,-1.0177173010460603,RL_Series,d,1569.940530274133,105.52341810306417,,,,2.2742279305225105e-14,1.897932207326991e-13,6
iP05_iV04_iQ01_iX16__P-1000m_Q-1000m_V+1050m_xi+5789md.csv,05,04,01,16,-1.0,-1.0,1.05,5.789,Y22,False,-1.0177173010460603,RL_Series,e,19.743782601405037,1.4631927439437122,,,,2.2742279305225105e-14,1.897932207326991e-13,6
iP05_iV04_iQ01_iX16__P-1000m_Q-1000m_V+1050m_xi+5789md.csv,05,04,01,16,-1.0,-1.0,1.05,5.789,Y22,False,-1.0177173010460603,RL_Series,f,24037.320791514496,2363.525217075879,,,,2.2742279305225105e-14,1.897932207326991e-13,6
iP05_iV04_iQ01_iX20__P-1000m_Q-1000m_V+1050m_xi+10000md.csv,05,04,01,20,-1.0,-1.0,1.05,10.0,Y22,False,-1.056737838651851,RC_Parallel,Parallel,4.147989000496769e+16,,-1.3805393747630917e-22,,,3.0800492081268714e-14,2.4423133178883544e-13,6
iP05_iV04_iQ01_iX20__P-1000m_Q-1000m_V+1050m_xi+10000md.csv,05,04,01,20,-1.0,-1.0,1.05,10.0,Y22,False,-1.056737838651851,RL_Series,a,453.9427376867449,0.18390562694498552,,,,3.0800492081268714e-14,2.4423133178883544e-13,6
iP05_iV04_iQ01_iX20__P-1000m_Q-1000m_V+1050m_xi+10000md.csv,05,04,01,20,-1.0,-1.0,1.05,10.0,Y22,False,-1.056737838651851,RL_Series,b,-0.8869258579818002,-0.0035618601268608396,,,,3.0800492081268714e-14,2.4423133178883544e-13,6
iP05_iV04_iQ01_iX20__P-1000m_Q-1000m_V+1050m_xi+10000md.csv,05,04,01,20,-1.0,-1.0,1.05,10.0,Y22,False,-1.056737838651851,RL_Series,c,16.61942811700799,0.3329254917897054,,,,3.0800492081268714e-14,2.4423133178883544e-13,6
iP05_iV04_iQ01_iX20__P-1000m_Q-1000m_V+1050m_xi+10000md.csv,05,04,01,20,-1.0,-1.0,1.05,10.0,Y22,False,-1.056737838651851,RL_Series,d,840.9989256249147,56.52767174522702,,,,3.0800492081268714e-14,2.4423133178883544e-13,6
iP05_iV04_iQ01_iX20__P-1000m_Q-1000m_V+1050m_xi+10000md.csv,05,04,01,20,-1.0,-1.0,1.05,10.0,Y22,False,-1.056737838651851,RL_Series,e,20.38559246982282,1.5107566568815585,,,,3.0800492081268714e-14,2.4423133178883544e-13,6
iP05_iV04_iQ01_iX20__P-1000m_Q-1000m_V+1050m_xi+10000md.csv,05,04,01,20,-1.0,-1.0,1.05,10.0,Y22,False,-1.056737838651851,RL_Series,f,-8861.607125331755,-871.3380470829696,,,,3.0800492081268714e-14,2.4423133178883544e-13,6
iP05_iV04_iQ01_iX17__P-1000m_Q-1000m_V+1050m_xi+6842md.csv,05,04,01,17,-1.0,-1.0,1.05,6.842,Y22,False,-1.0289805554500604,RC_Parallel,Parallel,4.657955961947756e+16,,-1.5901855229046447e-22,,,2.0493305119181283e-14,2.2995009233664727e-13,6
iP05_iV04_iQ01_iX17__P-1000m_Q-1000m_V+1050m_xi+6842md.csv,05,04,01,17,-1.0,-1.0,1.05,6.842,Y22,False,-1.0289805554500604,RL_Series,a,619.2484223861564,0.25087584820493647,,,,2.0493305119181283e-14,2.2995009233664727e-13,6
iP05_iV04_iQ01_iX17__P-1000m_Q-1000m_V+1050m_xi+6842md.csv,05,04,01,17,-1.0,-1.0,1.05,6.842,Y22,False,-1.0289805554500604,RL_Series,b,-0.9242724239865088,-0.0037118424992657164,,,,2.0493305119181283e-14,2.2995009233664727e-13,6
iP05_iV04_iQ01_iX17__P-1000m_Q-1000m_V+1050m_xi+6842md.csv,05,04,01,17,-1.0,-1.0,1.05,6.842,Y22,False,-1.0289805554500604,RL_Series,c,26.947262951145927,0.539815853303435,,,,2.0493305119181283e-14,2.2995009233664727e-13,6
iP05_iV04_iQ01_iX17__P-1000m_Q-1000m_V+1050m_xi+6842md.csv,05,04,01,17,-1.0,-1.0,1.05,6.842,Y22,False,-1.0289805554500604,RL_Series,d,1301.1680641262928,87.45789970566224,,,,2.0493305119181283e-14,2.2995009233664727e-13,6
iP05_iV04_iQ01_iX17__P-1000m_Q-1000m_V+1050m_xi+6842md.csv,05,04,01,17,-1.0,-1.0,1.05,6.842,Y22,False,-1.0289805554500604,RL_Series,e,19.881145106925405,1.4733725469783627,,,,2.0493305119181283e-14,2.2995009233664727e-13,6
iP05_iV04_iQ01_iX17__P-1000m_Q-1000m_V+1050m_xi+6842md.csv,05,04,01,17,-1.0,-1.0,1.05,6.842,Y22,False,-1.0289805554500604,RL_Series,f,57166.30856427114,5621.0093889616155,,,,2.0493305119181283e-14,2.2995009233664727e-13,6
iP05_iV04_iQ01_iX19__P-1000m_Q-1000m_V+1050m_xi+8947md.csv,05,04,01,19,-1.0,-1.0,1.05,8.947,Y22,False,-1.0484826743876423,RC_Parallel,Parallel,6.448134392365625e+16,,-1.4660044719811413e-22,,,2.0218860493911683e-14,2.081530685643955e-13,6
iP05_iV04_iQ01_iX19__P-1000m_Q-1000m_V+1050m_xi+8947md.csv,05,04,01,19,-1.0,-1.0,1.05,8.947,Y22,False,-1.0484826743876423,RL_Series,a,495.35152845787724,0.20068155261924517,,,,2.0218860493911683e-14,2.081530685643955e-13,6
iP05_iV04_iQ01_iX19__P-1000m_Q-1000m_V+1050m_xi+8947md.csv,05,04,01,19,-1.0,-1.0,1.05,8.947,Y22,False,-1.0484826743876423,RL_Series,b,-0.8983494498413171,-0.003607736832319097,,,,2.0218860493911683e-14,2.081530685643955e-13,6
iP05_iV04_iQ01_iX19__P-1000m_Q-1000m_V+1050m_xi+8947md.csv,05,04,01,19,-1.0,-1.0,1.05,8.947,Y22,False,-1.0484826743876423,RL_Series,c,19.196201260449026,0.3845442033343478,,,,2.0218860493911683e-14,2.081530685643955e-13,6
iP05_iV04_iQ01_iX19__P-1000m_Q-1000m_V+1050m_xi+8947md.csv,05,04,01,19,-1.0,-1.0,1.05,8.947,Y22,False,-1.0484826743876423,RL_Series,d,957.1447787950568,64.33440395442697,,,,2.0218860493911683e-14,2.081530685643955e-13,6
iP05_iV04_iQ01_iX19__P-1000m_Q-1000m_V+1050m_xi+8947md.csv,05,04,01,19,-1.0,-1.0,1.05,8.947,Y22,False,-1.0484826743876423,RL_Series,e,20.201582014943988,1.49711981784432,,,,2.0218860493911683e-14,2.081530685643955e-13,6
iP05_iV04_iQ01_iX19__P-1000m_Q-1000m_V+1050m_xi+8947md.csv,05,04,01,19,-1.0,-1.0,1.05,8.947,Y22,False,-1.0484826743876423,RL_Series,f,-16727.026202445606,-1644.723635734639,,,,2.0218860493911683e-14,2.081530685643955e-13,6
iP05_iV04_iQ02_iX02__P-1000m_Q-500m_V+1050m_xi-8947md.csv,05,04,02,02,-1.0,-0.5,1.05,-8.947,Y22,False,-0.8299254045563902,RC_Parallel,Parallel,7.957517756640826e+16,,-1.3770227742050905e-22,,,2.959649580814528e-14,2.702256573544133e-13,6
iP05_iV04_iQ02_iX02__P-1000m_Q-500m_V+1050m_xi-8947md.csv,05,04,02,02,-1.0,-0.5,1.05,-8.947,Y22,False,-0.8299254045563902,RL_Series,a,-664.2040701086198,-0.2690887105171675,,,,2.959649580814528e-14,2.702256573544133e-13,6
iP05_iV04_iQ02_iX02__P-1000m_Q-500m_V+1050m_xi-8947md.csv,05,04,02,02,-1.0,-0.5,1.05,-8.947,Y22,False,-0.8299254045563902,RL_Series,b,-1.1804639300422302,-0.004740697732257502,,,,2.959649580814528e-14,2.702256573544133e-13,6
iP05_iV04_iQ02_iX02__P-1000m_Q-500m_V+1050m_xi-8947md.csv,05,04,02,02,-1.0,-0.5,1.05,-8.947,Y22,False,-0.8299254045563902,RL_Series,c,-669.3368395762977,-13.4083612818117,,,,2.959649580814528e-14,2.702256573544133e-13,6
iP05_iV04_iQ02_iX02__P-1000m_Q-500m_V+1050m_xi-8947md.csv,05,04,02,02,-1.0,-0.5,1.05,-8.947,Y22,False,-0.8299254045563902,RL_Series,d,-4369.980431595532,-293.7278763781301,,,,2.959649580814528e-14,2.702256573544133e-13,6
iP05_iV04_iQ02_iX02__P-1000m_Q-500m_V+1050m_xi-8947md.csv,05,04,02,02,-1.0,-0.5,1.05,-8.947,Y22,False,-0.8299254045563902,RL_Series,e,19.487146847664476,1.4441737149320495,,,,2.959649580814528e-14,2.702256573544133e-13,6
iP05_iV04_iQ02_iX02__P-1000m_Q-500m_V+1050m_xi-8947md.csv,05,04,02,02,-1.0,-0.5,1.05,-8.947,Y22,False,-0.8299254045563902,RL_Series,f,-2039.4730978689583,-200.53591748394453,,,,2.959649580814528e-14,2.702256573544133e-13,6
iP05_iV04_iQ02_iX04__P-1000m_Q-500m_V+1050m_xi-6842md.csv,05,04,02,04,-1.0,-0.5,1.05,-6.842,Y22,False,-0.8612182215067917,RC_Parallel,Parallel,7.386307939973085e+16,,-1.633723814072022e-22,,,2.1006935632340558e-14,2.1932130431719712e-13,6
iP05_iV04_iQ02_iX04__P-1000m_Q-500m_V+1050m_xi-6842md.csv,05,04,02,04,-1.0,-0.5,1.05,-6.842,Y22,False,-0.8612182215067917,RL_Series,a,-910.2786374291094,-0.3687807946088956,,,,2.1006935632340558e-14,2.1932130431719712e-13,6
iP05_iV04_iQ02_iX04__P-1000m_Q-500m_V+1050m_xi-6842md.csv,05,04,02,04,-1.0,-0.5,1.05,-6.842,Y22,False,-0.8612182215067917,RL_Series,b,-1.140102897557838,-0.004578609378432505,,,,2.1006935632340558e-14,2.1932130431719712e-13,6
iP05_iV04_iQ02_iX04__P-1000m_Q-500m_V+1050m_xi-6842md.csv,05,04,02,04,-1.0,-0.5,1.05,-6.842,Y22,False,-0.8612182215067917,RL_Series,c,-241.06342652727298,-4.82905664768472,,,,2.1006935632340558e-14,2.1932130431719712e-13,6
iP05_iV04_iQ02_iX04__P-1000m_Q-500m_V+1050m_xi-6842md.csv,05,04,02,04,-1.0,-0.5,1.05,-6.842,Y22,False,-0.8612182215067917,RL_Series,d,-4716.39275553566,-317.0119445854518,,,,2.1006935632340558e-14,2.1932130431719712e-13,6
iP05_iV04_iQ02_iX04__P-1000m_Q-500m_V+1050m_xi-6842md.csv,05,04,02,04,-1.0,-0.5,1.05,-6.842,Y22,False,-0.8612182215067917,RL_Series,e,19.343799478834374,1.433550379527141,,,,2.1006935632340558e-14,2.1932130431719712e-13,6
iP05_iV04_iQ02_iX04__P-1000m_Q-500m_V+1050m_xi-6842md.csv,05,04,02,04,-1.0,-0.5,1.05,-6.842,Y22,False,-0.8612182215067917,RL_Series,f,-3184.8683816649955,-313.15956228848,,,,2.1006935632340558e-14,2.1932130431719712e-13,6
iP05_iV04_iQ02_iX03__P-1000m_Q-500m_V+1050m_xi-7895md.csv,05,04,02,03,-1.0,-0.5,1.05,-7.895,Y22,False,-0.8460007556816108,RC_Parallel,Parallel,9.06504485821383e+16,,-1.5291001216981062e-22,,,3.931976701542819e-14,3.138225803548146e-13,6
iP05_iV04_iQ02_iX03__P-1000m_Q-500m_V+1050m_xi-7895md.csv,05,04,02,03,-1.0,-0.5,1.05,-7.895,Y22,False,-0.8460007556816108,RL_Series,a,-770.2236600755751,-0.31204038160387154,,,,3.931976701542819e-14,3.138225803548146e-13,6
iP05_iV04_iQ02_iX03__P-1000m_Q-500m_V+1050m_xi-7895md.csv,05,04,02,03,-1.0,-0.5,1.05,-7.895,Y22,False,-0.8460007556816108,RL_Series,b,-1.1595848147560297,-0.004656848008458406,,,,3.931976701542819e-14,3.138225803548146e-13,6
iP05_iV04_iQ02_iX03__P-1000m_Q-500m_V+1050m_xi-7895md.csv,05,04,02,03,-1.0,-0.5,1.05,-7.895,Y22,False,-0.8460007556816108,RL_Series,c,-327.69804462429755,-6.564547943350574,,,,3.931976701542819e-14,3.138225803548146e-13,6
iP05_iV04_iQ02_iX03__P-1000m_Q-500m_V+1050m_xi-7895md.csv,05,04,02,03,-1.0,-0.5,1.05,-7.895,Y22,False,-0.8460007556816108,RL_Series,d,-4478.051668892899,-300.9918698119191,,,,3.931976701542819e-14,3.138225803548146e-13,6
iP05_iV04_iQ02_iX03__P-1000m_Q-500m_V+1050m_xi-7895md.csv,05,04,02,03,-1.0,-0.5,1.05,-7.895,Y22,False,-0.8460007556816108,RL_Series,e,19.4087127417327,1.4383610389661172,,,,3.931976701542819e-14,3.138225803548146e-13,6
iP05_iV04_iQ02_iX03__P-1000m_Q-500m_V+1050m_xi-7895md.csv,05,04,02,03,-1.0,-0.5,1.05,-7.895,Y22,False,-0.8460007556816108,RL_Series,f,-2515.1963041051936,-247.3125037803698,,,,3.931976701542819e-14,3.138225803548146e-13,6
iP05_iV04_iQ02_iX01__P-1000m_Q-500m_V+1050m_xi-10000md.csv,05,04,02,01,-1.0,-0.5,1.05,-10.0,Y22,False,-0.8130198256517505,RC_Parallel,Parallel,9.015575071883669e+16,,-1.3352752207190529e-22,,,4.549970385716671e-14,2.952181711240798e-13,6
iP05_iV04_iQ02_iX01__P-1000m_Q-500m_V+1050m_xi-10000md.csv,05,04,02,01,-1.0,-0.5,1.05,-10.0,Y22,False,-0.8130198256517505,RL_Series,a,-581.3965024973373,-0.2355409161082303,,,,4.549970385716671e-14,2.952181711240798e-13,6
iP05_iV04_iQ02_iX01__P-1000m_Q-500m_V+1050m_xi-10000md.csv,05,04,02,01,-1.0,-0.5,1.05,-10.0,Y22,False,-0.8130198256517505,RL_Series,b,-1.202826298876338,-0.004830504145246303,,,,4.549970385716671e-14,2.952181711240798e-13,6
iP05_iV04_iQ02_iX01__P-1000m_Q-500m_V+1050m_xi-10000md.csv,05,04,02,01,-1.0,-0.5,1.05,-10.0,Y22,False,-0.8130198256517505,RL_Series,c,1914.4890635732004,38.351633313024045,,,,4.549970385716671e-14,2.952181711240798e-13,6
iP05_iV04_iQ02_iX01__P-1000m_Q-500m_V+1050m_xi-10000md.csv,05,04,02,01,-1.0,-0.5,1.05,-10.0,Y22,False,-0.8130198256517505,RL_Series,d,-4374.71459834052,-294.04607345143705,,,,4.549970385716671e-14,2.952181711240798e-13,6
iP05_iV04_iQ02_iX01__P-1000m_Q-500m_V+1050m_xi-10000md.csv,05,04,02,01,-1.0,-0.5,1.05,-10.0,Y22,False,-0.8130198256517505,RL_Series,e,19.579318148627745,1.4510044417509647,,,,4.549970385716671e-14,2.952181711240798e-13,6
iP05_iV04_iQ02_iX01__P-1000m_Q-500m_V+1050m_xi-10000md.csv,05,04,02,01,-1.0,-0.5,1.05,-10.0,Y22,False,-0.8130198256517505,RL_Series,f,-1688.967054411771,-166.07159847600306,,,,4.549970385716671e-14,2.952181711240798e-13,6
iP05_iV04_iQ02_iX05__P-1000m_Q-500m_V+1050m_xi-5789md.csv,05,04,02,05,-1.0,-0.5,1.05,-5.789,Y22,False,-0.875551950780484,RC_Parallel,Parallel,3.1737373961684986e+17,,-1.4361626212768807e-22,,,2.7746425143309055e-14,1.9583453208561665e-13,6
iP05_iV04_iQ02_iX05__P-1000m_Q-500m_V+1050m_xi-5789md.csv,05,04,02,05,-1.0,-0.5,1.05,-5.789,Y22,False,-0.875551950780484,RL_Series,a,-1103.0798437407316,-0.4468902647662384,,,,2.7746425143309055e-14,1.9583453208561665e-13,6
